Battleground,Code,Faction,Class,KB,D,HK,DD,HD,Honor,Win,Lose,Rol,BE
BG,BG28,Alliance,Mage,0,3,38,32244,5841,829,1,,dps,
BG,BG28,Horde,Druid,5,8,19,51777,1491,233,,1,dps,
BG,BG28,Horde,Warlock,5,4,21,52035,25280,238,,1,dps,
BG,BG28,Alliance,Paladin,9,2,47,81704,14283,867,1,,dps,
BG,BG28,Horde,Rogue,1,8,16,26180,17830,218,,1,dps,
BG,BG28,Horde,Shaman,0,11,15,11146,69345,219,,1,heal,
BG,BG28,Alliance,Druid,15,3,44,85682,10930,849,1,,dps,
BG,BG28,Alliance,Paladin,1,2,15,16469,12671,538,1,,dps,
BG,BG28,Alliance,Demon Hunter,10,3,45,82541,16073,861,1,,dps,
BG,BG28,Horde,Warlock,2,12,16,50784,30645,220,,1,dps,
BG,BG28,Alliance,Mage,8,4,37,63112,6946,832,1,,dps,
BG,BG28,Horde,Warlock,7,6,23,68785,44256,237,,1,dps,
BG,BG28,Alliance,Monk,2,3,41,8886,118000,839,1,,heal,
BG,BG28,Alliance,Warlock,7,3,41,62628,24025,844,1,,dps,
BG,BG28,Horde,Warlock,1,1,14,6715,8909,217,,1,dps,
BG,BG28,Horde,Druid,0,2,16,20666,16116,218,,1,dps,
BG,BG28,Alliance,Warrior,5,3,39,50327,4656,832,1,,dps,
BG,BG28,Alliance,Rogue,4,5,38,61225,9215,608,1,,dps,
BG,BG28,Horde,Paladin,8,6,27,87013,13419,250,,1,dps,
BG,BG29,Horde,Priest,7,4,23,58117,27284,516,1,,dps,
BG,BG29,Horde,Paladin,1,0,14,7888,8930,500,1,,heal,
BG,BG29,Alliance,Priest,3,5,13,30613,12804,202,,1,dps,
BG,BG29,Alliance,Mage,1,1,12,16025,3195,198,,1,dps,
BG,BG29,Horde,Paladin,0,1,22,1739,18596,514,1,,heal,
BG,BG29,Horde,Druid,1,3,19,21357,3923,363,1,,dps,
BG,BG29,Horde,Shaman,0,1,25,8958,60665,522,1,,heal,
BG,BG29,Alliance,Druid,0,1,11,4022,32412,194,,1,heal,
BG,BG29,Alliance,Paladin,3,2,13,40414,15552,205,,1,dps,
BG,BG29,Alliance,Hunter,0,0,12,17326,93,198,,1,dps,
BG,BG29,Alliance,Warlock,0,5,13,17274,3538,202,,1,dps,
BG,BG29,Horde,Rogue,4,1,23,30965,8881,520,1,,dps,
BG,BG29,Horde,Warlock,9,1,25,67340,14639,375,1,,dps,
BG,BG29,Alliance,Druid,0,4,13,1131,70329,205,,1,heal,
BG,BG29,Alliance,Demon Hunter,4,4,15,27774,2857,211,,1,dps,
BG,BG29,Horde,Rogue,2,2,12,28297,2544,498,1,,dps,
BG,BG29,Horde,Warlock,6,1,25,56087,22772,525,1,,dps,
BG,BG29,Horde,Demon Hunter,2,1,25,46473,6132,521,1,,dps,
BG,BG29,Alliance,Shaman,3,3,15,57402,3008,211,,1,dps,
BG,BG29,Alliance,Warrior,1,6,12,28500,4106,198,,1,dps,
BG,BG30,Horde,Mage,3,2,31,39138,7526,388,1,,dps,
BG,BG30,Horde,Warrior,2,0,5,4619,440,380,1,,dps,
BG,BG30,Alliance,Warlock,7,4,24,42620,20739,275,,1,dps,
BG,BG30,Alliance,Rogue,2,6,16,21629,14824,246,,1,dps,
BG,BG30,Horde,Warrior,7,6,25,67785,9924,539,1,,dps,
BG,BG30,Alliance,Mage,5,2,23,50713,9909,272,,1,dps,
BG,BG30,Alliance,Shaman,2,4,17,28973,6138,239,,1,dps,
BG,BG30,Horde,Shaman,7,5,30,65704,16471,553,1,,dps,
BG,BG30,Horde,Warrior,15,2,35,80974,19324,404,1,,dps,
BG,BG30,Horde,Rogue,6,2,37,34201,4741,561,1,,dps,
BG,BG30,Horde,Shaman,0,2,15,3634,50517,506,1,,heal,
BG,BG30,Alliance,Hunter,2,5,17,25822,6597,251,,1,dps,
BG,BG30,Alliance,Death Knight,1,0,6,7090,1774,161,,1,dps,
BG,BG30,Alliance,Priest,0,3,6,3862,8559,188,,1,heal,
BG,BG30,Alliance,Warlock,4,7,15,41154,23171,245,,1,dps,
BG,BG30,Alliance,Monk,1,4,17,33703,29858,251,,1,dps,
BG,BG30,Horde,Monk,0,1,7,2250,18789,485,1,,heal,
BG,BG30,Horde,Death Knight,3,5,32,84194,34559,555,1,,dps,
BG,BG30,Alliance,Mage,0,5,19,20289,0,257,,1,dps,
BG,BG31,Alliance,Druid,4,9,31,42704,1675,469,,1,dps,1
BG,BG31,Horde,Mage,6,7,46,95644,10628,490,1,,dps,1
BG,BG31,Alliance,Warlock,3,8,23,44196,59369,434,,1,dps,1
BG,BG31,Alliance,Druid,0,8,36,22639,112000,476,,1,heal,1
BG,BG31,Alliance,Warlock,2,2,33,48988,22759,463,,1,dps,1
BG,BG31,Alliance,Paladin,11,5,35,140000,39553,487,,1,dps,1
BG,BG31,Horde,Rogue,10,4,42,90032,22282,713,1,,dps,1
BG,BG31,Alliance,Priest,0,3,25,11637,73700,448,,1,heal,1
BG,BG31,Horde,Shaman,0,10,32,19747,136000,462,1,,heal,1
BG,BG31,Alliance,Mage,0,3,18,22910,11304,415,,1,dps,1
BG,BG31,Horde,Paladin,4,4,13,52595,11601,653,1,,dps,1
BG,BG31,Alliance,Druid,5,5,19,69221,38254,424,,1,dps,1
BG,BG31,Alliance,Priest,16,7,42,148000,55199,501,,1,dps,1
BG,BG31,Horde,Death Knight,1,6,44,80907,44322,488,1,,dps,1
BG,BG31,Horde,Warrior,14,5,48,79489,15892,725,1,,dps,1
BG,BG31,Alliance,Warlock,11,9,29,80798,50254,476,,1,dps,1
BG,BG31,Horde,Rogue,0,4,40,67392,20763,705,1,,dps,1
BG,BG31,Horde,Death Knight,8,5,46,97246,51520,493,1,,dps,1
BG,BG31,Horde,Rogue,4,3,36,53968,15927,701,1,,dps,1
BG,BG31,Horde,Priest,12,5,48,134000,42916,721,1,,dps,1
BG,BG32,Alliance,Hunter,0,5,1,19000,539,161,,1,dps,
BG,BG32,Alliance,Druid,0,2,0,14087,279,30,,1,dps,
BG,BG32,Horde,Mage,0,0,9,12033,75,338,1,,dps,
BG,BG32,Horde,Warrior,0,0,9,7010,0,488,1,,dps,
BG,BG32,Horde,Warrior,10,0,25,36194,2949,371,1,,dps,
BG,BG32,Horde,Mage,2,1,18,17669,2614,506,1,,dps,
BG,BG32,Alliance,Priest,0,1,0,0,13800,157,,1,heal,
BG,BG32,Horde,Demon Hunter,2,0,26,28866,2111,524,1,,dps,
BG,BG32,Horde,Shaman,1,0,20,2402,37528,513,1,,heal,
BG,BG32,Alliance,Priest,0,4,0,19784,4162,157,,1,dps,
BG,BG32,Alliance,Mage,0,1,0,15014,3587,142,,1,dps,
BG,BG32,Horde,Rogue,6,0,21,39651,1908,364,1,,dps,
BG,BG32,Horde,Mage,0,0,11,11127,7799,345,1,,dps,
BG,BG32,Alliance,Rogue,0,2,0,16016,3347,157,,1,dps,
BG,BG32,Alliance,Paladin,1,4,1,6135,43753,161,,1,heal,
BG,BG32,Alliance,Hunter,0,3,1,17262,4017,161,,1,dps,
BG,BG32,Horde,Shaman,0,0,21,5429,52563,364,1,,heal,
BG,BG32,Alliance,Mage,0,4,1,13920,5276,161,,1,dps,
BG,BG32,Horde,Paladin,6,0,25,57045,5153,368,1,,dps,
DG,DG3,Alliance,Warlock,0,5,27,76008,25701,330,,1,dps,
DG,DG3,Alliance,Demon Hunter,3,2,30,144000,8315,333,,1,dps,
DG,DG3,Horde,Warlock,3,3,38,116000,49956,391,1,,dps,
DG,DG3,Horde,Warrior,4,3,38,117000,21180,403,1,,dps,
DG,DG3,Horde,Rogue,4,0,32,84237,8528,533,1,,dps,
DG,DG3,Alliance,Shaman,0,3,32,5696,205000,344,,1,heal,
DG,DG3,Alliance,Druid,1,2,29,2841,163000,337,,1,heal,
DG,DG3,Horde,Priest,4,2,41,131000,20761,550,1,,dps,
DG,DG3,Alliance,Shaman,0,4,31,9521,215000,337,,1,heal,
DG,DG3,Horde,Mage,10,1,44,99434,8214,562,1,,dps,
DG,DG3,Alliance,Druid,4,3,31,132000,22714,340,,1,dps,
DG,DG3,Horde,Shaman,0,3,39,16967,133000,403,1,,heal,
DG,DG3,Alliance,Paladin,1,2,31,54369,44113,337,,1,dps,
DG,DG3,Horde,Paladin,2,0,14,23203,10270,258,1,,dps,
DG,DG3,Alliance,Druid,2,6,14,84957,6825,299,,1,dps,
DG,DG3,Alliance,Death Knight,4,6,20,93363,20512,313,,1,dps,
DG,DG3,Alliance,Mage,0,5,23,53853,1229,323,,1,dps,
DG,DG3,Alliance,Mage,4,2,32,135000,17703,351,,1,dps,
DG,DG3,Horde,Monk,2,3,38,68113,30423,550,1,,dps,
DG,DG3,Alliance,Death Knight,3,3,23,65827,27404,330,,1,dps,
DG,DG3,Horde,Paladin,0,4,40,125000,39998,404,1,,dps,
DG,DG3,Horde,Mage,8,1,41,155000,17595,404,1,,dps,
DG,DG3,Alliance,Druid,1,2,30,111000,28565,333,,1,dps,
DG,DG3,Horde,Druid,0,0,36,3192,170000,396,1,,heal,
DG,DG3,Horde,Mage,1,3,35,42831,16161,395,1,,dps,
DG,DG3,Alliance,Mage,9,1,31,134000,10375,338,,1,dps,
DG,DG3,Alliance,Druid,0,2,30,2714,185000,338,,1,heal,
DG,DG3,Horde,Warrior,5,5,26,76800,15195,380,1,,dps,
DG,DG3,Horde,Paladin,5,3,38,149000,50323,397,1,,dps,
DG,DG3,Horde,Druid,0,2,41,2359,325000,400,1,,heal,
ES,ES8,Alliance,Priest,0,1,12,9355,40727,316,,1,heal,
ES,ES8,Alliance,Paladin,2,4,22,50832,8713,420,,1,dps,
ES,ES8,Alliance,Demon Hunter,3,4,26,138000,9792,424,,1,dps,
ES,ES8,Horde,Warrior,0,3,41,80202,48995,465,1,,dps,
ES,ES8,Horde,Mage,3,0,42,188000,9493,466,1,,dps,
ES,ES8,Alliance,Monk,0,0,13,1063,160000,347,,1,heal,
ES,ES8,Alliance,Priest,2,4,15,5551,137000,383,,1,heal,
ES,ES8,Horde,Paladin,1,1,44,6011,185000,470,1,,heal,
ES,ES8,Alliance,Druid,2,6,23,108000,3039,412,,1,dps,
ES,ES8,Horde,Druid,0,5,30,43864,7315,453,1,,dps,
ES,ES8,Horde,Warrior,7,3,36,112000,25158,459,1,,dps,
ES,ES8,Horde,Shaman,0,3,41,23211,142000,621,1,,heal,
ES,ES8,Horde,Monk,2,1,42,129000,46042,465,1,,dps,
ES,ES8,Horde,Warrior,2,6,37,53393,12905,459,1,,dps,
ES,ES8,Horde,Rogue,1,2,40,63907,13285,615,1,,dps,
ES,ES8,Alliance,Druid,0,3,24,94980,56758,411,,1,dps,
ES,ES8,Alliance,Mage,3,2,25,224000,22373,413,,1,dps,
ES,ES8,Alliance,Monk,2,6,23,61271,30811,412,,1,dps,
ES,ES8,Alliance,Paladin,0,4,23,10883,194000,408,,1,heal,
ES,ES8,Alliance,Monk,0,1,9,16071,10070,380,,1,dps,
ES,ES8,Alliance,Priest,0,1,28,962,186000,422,,1,heal,
ES,ES8,Horde,Rogue,7,4,39,69127,7712,466,1,,dps,
ES,ES8,Alliance,Priest,5,3,26,99575,23554,416,,1,dps,
ES,ES8,Horde,Druid,7,1,42,95022,39650,469,1,,dps,
ES,ES8,Horde,Mage,8,0,43,227000,14281,466,1,,dps,
ES,ES8,Alliance,Hunter,8,2,27,85223,1140,434,,1,dps,
ES,ES8,Alliance,Paladin,0,3,24,5058,146000,411,,1,heal,
ES,ES8,Horde,Druid,0,0,45,433,304000,468,1,,heal,
ES,ES8,Horde,Demon Hunter,4,2,35,81648,9546,463,1,,dps,
ES,ES8,Horde,Death Knight,1,1,38,86780,15694,465,1,,dps,
ES,ES9,Alliance,Shaman,0,3,25,8382,63387,460,,1,heal,
ES,ES9,Alliance,Demon Hunter,2,6,26,45233,14510,464,,1,dps,
ES,ES9,Alliance,Shaman,2,10,21,66603,23836,449,,1,dps,
ES,ES9,Horde,Priest,2,3,70,27087,130000,645,1,,heal,
ES,ES9,Alliance,Warrior,0,9,31,30814,19313,466,,1,dps,
ES,ES9,Alliance,Priest,4,5,25,59249,27552,458,,1,dps,
ES,ES9,Alliance,Hunter,0,4,17,23065,11465,435,,1,dps,
ES,ES9,Alliance,Druid,3,3,34,79261,18919,480,,1,dps,
ES,ES9,Horde,Rogue,1,2,66,36043,6627,634,1,,dps,
ES,ES9,Alliance,Paladin,1,9,24,50849,20390,448,,1,dps,
ES,ES9,Horde,Priest,5,1,65,45180,124000,491,1,,heal,
ES,ES9,Horde,Priest,17,0,71,97789,23242,650,1,,dps,
ES,ES9,Alliance,Warlock,2,6,29,76313,38347,463,,1,dps,
ES,ES9,Alliance,Demon Hunter,6,2,33,83263,16703,480,,1,dps,
ES,ES9,Horde,Shaman,2,4,60,25150,109000,638,1,,heal,
ES,ES9,Horde,Hunter,5,3,61,47007,4222,624,1,,dps,
ES,ES9,Horde,Warlock,9,4,53,117000,48282,632,1,,dps,
ES,ES9,Horde,Rogue,2,4,52,54620,14834,465,1,,dps,
ES,ES9,Alliance,Warrior,3,6,28,60962,15962,463,,1,dps,
ES,ES9,Horde,Mage,13,0,76,63305,5593,646,1,,dps,
ES,ES9,Alliance,Shaman,0,8,27,0,79920,464,,1,heal,
ES,ES9,Alliance,Paladin,4,4,28,107000,26645,473,,1,dps,
ES,ES9,Horde,Priest,1,2,73,12763,80446,487,1,,heal,
ES,ES9,Horde,Death Knight,2,3,51,61486,19281,462,1,,dps,
ES,ES9,Horde,Paladin,12,4,54,87713,34271,607,1,,dps,
ES,ES9,Horde,Demon Hunter,5,3,64,82171,11230,620,1,,dps,
ES,ES9,Horde,Rogue,3,2,54,40159,13474,625,1,,dps,
ES,ES9,Alliance,Hunter,5,6,26,64653,14764,463,,1,dps,
ES,ES9,Alliance,Demon Hunter,4,3,21,44947,2643,399,,1,dps,
ES,ES9,Horde,Warrior,5,4,54,69011,16652,478,1,,dps,
ES,ES10,Alliance,Shaman,2,3,13,18617,10443,315,,1,dps,
ES,ES10,Horde,Druid,0,2,32,1146,1687,511,1,,heal,
ES,ES10,Alliance,Demon Hunter,4,5,18,95768,14535,338,,1,dps,
ES,ES10,Alliance,Warrior,3,6,18,64353,13098,337,,1,dps,
ES,ES10,Horde,Hunter,2,3,35,66666,11708,672,1,,dps,
ES,ES10,Horde,Death Knight,5,2,36,59321,11405,676,1,,dps,
ES,ES10,Alliance,Druid,4,3,17,52229,2794,329,,1,dps,
ES,ES10,Horde,Paladin,2,1,42,18828,4041,680,1,,dps,
ES,ES10,Horde,Warrior,8,2,34,77016,16975,513,1,,dps,
ES,ES10,Alliance,Warlock,3,2,16,38533,11527,332,,1,dps,
ES,ES10,Horde,Shaman,1,2,32,9816,87543,670,1,,heal,
ES,ES10,Horde,Druid,0,2,37,11217,130000,675,1,,heal,
ES,ES10,Horde,Monk,1,4,29,24588,20117,670,1,,dps,
ES,ES10,Alliance,Rogue,3,1,20,62068,11835,339,,1,dps,
ES,ES10,Alliance,Warrior,0,11,9,30534,9282,307,,1,dps,
ES,ES10,Alliance,Hunter,0,1,1,10231,1544,145,,1,dps,
ES,ES10,Horde,Demon Hunter,6,2,44,58118,2840,671,1,,dps,
ES,ES10,Alliance,Paladin,1,3,14,92768,25234,321,,1,dps,
ES,ES10,Horde,Paladin,0,2,27,2219,54562,508,1,,heal,
ES,ES10,Alliance,Druid,5,3,19,29420,13115,350,,1,dps,
ES,ES10,Horde,Monk,4,3,31,60937,34725,519,1,,dps,
ES,ES10,Alliance,Shaman,0,5,13,1359,63234,322,,1,heal,
ES,ES10,Horde,Paladin,5,3,37,52120,22092,665,1,,dps,
ES,ES10,Horde,Mage,5,0,44,80580,7330,688,1,,dps,
ES,ES10,Alliance,Druid,0,1,11,16675,4795,318,,1,dps,
ES,ES10,Horde,Shaman,4,1,46,25377,9015,679,1,,dps,
ES,ES10,Horde,Warlock,7,1,36,110000,35275,670,1,,dps,
ES,ES10,Alliance,Rogue,1,6,13,38795,12603,322,,1,dps,
ES,ES10,Alliance,Rogue,3,3,15,33474,10036,190,,1,dps,
ES,ES10,Alliance,Priest,0,3,21,13184,155000,345,,1,heal,
ES,ES11,Horde,Warlock,5,0,46,31604,10939,657,1,,dps,
ES,ES11,Alliance,Druid,2,8,17,36320,11188,275,,1,dps,
ES,ES11,Horde,Paladin,4,2,46,58400,27829,515,1,,dps,
ES,ES11,Horde,Hunter,3,7,37,26175,7928,490,1,,dps,
ES,ES11,Alliance,Hunter,1,1,6,29278,3931,170,,1,dps,
ES,ES11,Horde,Monk,0,1,60,74,133000,662,1,,heal,
ES,ES11,Alliance,Monk,0,3,24,4504,150000,292,,1,heal,
ES,ES11,Alliance,Demon Hunter,0,6,21,34807,6321,279,,1,dps,
ES,ES11,Horde,Demon Hunter,2,4,57,54784,18487,511,1,,dps,
ES,ES11,Horde,Priest,7,3,51,97631,29796,660,1,,dps,
ES,ES11,Alliance,Rogue,2,0,23,23656,11028,291,,1,dps,
ES,ES11,Horde,Mage,3,2,55,77421,23633,506,1,,dps,
ES,ES11,Alliance,Druid,3,6,24,61061,4465,291,,1,dps,
ES,ES11,Horde,Shaman,2,2,62,9468,97041,687,1,,heal,
ES,ES11,Alliance,Rogue,2,6,18,59202,4178,278,,1,dps,
ES,ES11,Horde,Druid,2,2,49,42140,25053,461,1,,dps,
ES,ES11,Horde,Priest,2,1,58,20859,162000,673,1,,heal,
ES,ES11,Alliance,Death Knight,2,6,17,38045,86757,256,,1,dps,
ES,ES11,Horde,Demon Hunter,4,3,58,60963,8505,521,1,,dps,
ES,ES11,Horde,Death Knight,7,2,57,63330,25606,527,1,,dps,
ES,ES11,Alliance,Shaman,6,5,24,79813,11975,288,,1,dps,
ES,ES11,Alliance,Demon Hunter,0,3,24,53385,9603,284,,1,dps,
ES,ES11,Alliance,Shaman,4,5,21,54133,16587,287,,1,dps,
ES,ES11,Alliance,Death Knight,3,6,17,60940,23735,271,,1,dps,
ES,ES11,Alliance,Shaman,3,4,26,111000,7504,304,,1,dps,
ES,ES11,Horde,Priest,20,1,65,110000,259095,528,1,,heal,
ES,ES11,Alliance,Mage,0,8,17,32773,6079,275,,1,dps,
ES,ES11,Alliance,Mage,1,3,25,64138,12328,289,,1,dps,
ES,ES11,Horde,Warlock,3,2,34,41211,23723,498,1,,dps,
ES,ES11,Horde,Warlock,7,3,51,99156,48362,506,1,,dps,
ES,ES12,Alliance,Monk,0,4,61,2022,212000,987,1,,heal,
ES,ES12,Horde,Mage,5,6,26,73649,24276,324,,1,dps,
ES,ES12,Horde,Priest,2,3,22,46930,16874,235,,1,dps,
ES,ES12,Alliance,Hunter,4,0,38,37528,2338,534,1,,dps,
ES,ES12,Alliance,Shaman,2,3,65,42002,9194,762,1,,dps,
ES,ES12,Horde,Death Knight,2,7,30,74343,47206,318,,1,dps,
ES,ES12,Alliance,Shaman,12,2,62,101000,15086,742,1,,dps,
ES,ES12,Horde,Shaman,1,5,28,20798,110000,319,,1,heal,
ES,ES12,Horde,Demon Hunter,4,6,29,29498,3545,312,,1,dps,
ES,ES12,Horde,Death Knight,5,8,24,150000,40917,300,,1,dps,
ES,ES12,Horde,Death Knight,4,6,25,69872,24057,311,,1,dps,
ES,ES12,Alliance,Shaman,8,0,69,99195,11009,996,1,,dps,
ES,ES12,Horde,Mage,1,6,25,69169,34883,308,,1,dps,
ES,ES12,Horde,Druid,0,5,26,8471,126000,308,,1,heal,
ES,ES12,Alliance,Mage,2,3,56,16771,8668,972,1,,dps,
ES,ES12,Horde,Rogue,1,2,33,40319,16479,326,,1,dps,
ES,ES12,Horde,Priest,0,7,31,11922,49871,318,,1,heal,
ES,ES12,Alliance,Death Knight,3,1,54,97249,29479,967,1,,dps,
ES,ES12,Alliance,Death Knight,7,4,65,116000,38550,760,1,,dps,
ES,ES12,Horde,Hunter,0,9,20,50272,16224,299,,1,dps,
ES,ES12,Alliance,Shaman,2,9,38,52859,15653,704,1,,dps,
ES,ES12,Alliance,Druid,8,2,52,83112,6371,973,1,,dps,
ES,ES12,Horde,Warrior,5,5,27,70136,11294,313,,1,dps,
ES,ES12,Alliance,Monk,0,4,57,5686,220000,975,1,,heal,
ES,ES12,Alliance,Druid,10,4,64,147000,1981,996,1,,dps,
ES,ES12,Alliance,Warlock,3,3,53,42685,33000,972,1,,dps,
ES,ES12,Horde,Warlock,4,2,32,40892,16298,320,,1,dps,
ES,ES12,Alliance,Warrior,1,1,34,22080,8130,744,1,,dps,
ES,ES12,Alliance,Rogue,6,3,49,40456,8674,956,1,,dps,
ES,ES12,Horde,Druid,6,5,25,156000,8610,320,,1,dps,
ES,ES13,Horde,Hunter,6,0,44,48413,7272,551,1,,dps,
ES,ES13,Horde,Paladin,1,0,43,3435,84500,552,1,,heal,
ES,ES13,Horde,Shaman,0,0,36,5009,44391,394,1,,heal,
ES,ES13,Horde,Warlock,6,1,42,54633,13479,398,1,,dps,
ES,ES13,Alliance,Warrior,1,4,6,29807,1918,171,,1,dps,
ES,ES13,Alliance,Druid,0,0,9,1402,66133,175,,1,heal,
ES,ES13,Alliance,Warrior,1,1,1,16842,16767,150,,1,dps,
ES,ES13,Horde,Death Knight,5,1,41,63125,10425,549,1,,dps,
ES,ES13,Alliance,Shaman,1,4,8,11375,34592,174,,1,heal,
ES,ES13,Alliance,Priest,0,2,7,3270,35877,172,,1,heal,
ES,ES13,Horde,Hunter,2,1,41,53289,4734,396,1,,dps,
ES,ES13,Alliance,Warrior,0,3,4,12232,2965,165,,1,dps,
ES,ES13,Horde,Warlock,3,1,35,27858,9393,555,1,,dps,
ES,ES13,Horde,Warlock,3,1,31,19806,6880,398,1,,dps,
ES,ES13,Horde,Monk,4,1,43,42035,9953,397,1,,dps,
ES,ES13,Horde,Warrior,2,2,33,19510,4488,391,1,,dps,
ES,ES13,Horde,Death Knight,1,0,31,37043,11985,537,1,,dps,
ES,ES13,Alliance,Priest,0,4,7,428,60033,171,,1,heal,
ES,ES13,Horde,Mage,7,0,47,51246,4447,556,1,,dps,
ES,ES13,Alliance,Rogue,1,2,8,9090,3572,174,,1,dps,
ES,ES13,Alliance,Warlock,0,3,7,7012,7803,172,,1,dps,
ES,ES13,Alliance,Mage,2,3,8,27418,5519,174,,1,dps,
ES,ES13,Alliance,Warrior,0,5,7,28573,2018,50,,1,dps,
ES,ES13,Horde,Death Knight,4,0,38,46029,3950,399,1,,dps,
ES,ES13,Alliance,Druid,0,1,7,750,3480,29,,1,heal,
ES,ES13,Alliance,Warrior,3,6,8,36268,4875,175,,1,dps,
ES,ES13,Alliance,Hunter,0,4,5,22737,4152,167,,1,dps,
ES,ES13,Horde,Rogue,1,0,39,17363,1673,396,1,,dps,
ES,ES13,Alliance,Death Knight,1,3,9,57050,13802,181,,1,dps,
ES,ES13,Horde,Demon Hunter,0,2,41,6613,0,547,1,,dps,
SA,SA3,Horde,Rogue,6,9,59,88344,14586,535,1,,dps,
SA,SA3,Alliance,Druid,6,8,40,176000,28455,341,,1,dps,
SA,SA3,Alliance,Mage,3,8,48,83221,18905,357,,1,dps,
SA,SA3,Alliance,Priest,0,8,50,6062,256000,349,,1,heal,
SA,SA3,Horde,Priest,3,3,95,37231,194000,568,1,,heal,
SA,SA3,Horde,Paladin,1,3,92,13000,188000,570,1,,dps,
SA,SA3,Horde,Warrior,0,2,68,36232,50625,528,1,,dps,
SA,SA3,Horde,Druid,8,5,87,90414,29288,412,1,,dps,
SA,SA3,Horde,Hunter,11,3,91,90205,3620,558,1,,dps,
SA,SA3,Horde,Death Knight,2,4,86,43947,46944,386,1,,dps,
SA,SA3,Alliance,Shaman,0,7,40,12,111000,341,,1,heal,
SA,SA3,Horde,Rogue,3,3,90,67481,12161,408,1,,dps,
SA,SA3,Alliance,Shaman,5,6,47,69952,2171,354,,1,dps,
SA,SA3,Alliance,Demon Hunter,6,7,51,125000,12235,365,,1,dps,
SA,SA3,Horde,Shaman,9,5,86,129000,21094,552,1,,dps,
SA,SA3,Horde,Priest,21,3,94,246000,52503,564,1,,dps,
SA,SA3,Horde,Shaman,2,5,91,38900,142000,416,1,,heal,
SA,SA3,Alliance,Rogue,0,11,45,73897,3595,351,,1,dps,
SA,SA3,Alliance,Mage,2,6,40,69771,1189,339,,1,dps,
SA,SA3,Alliance,Priest,0,8,53,30921,167,368,,1,dps,
SA,SA3,Horde,Paladin,13,6,92,186000,42491,558,1,,dps,
SA,SA3,Horde,Death Knight,3,6,87,98052,21409,556,1,,dps,
SA,SA3,Alliance,Warrior,8,5,51,93865,35817,364,,1,dps,
SA,SA3,Alliance,Rogue,12,0,54,134000,28637,393,,1,dps,
SA,SA3,Alliance,Rogue,0,6,47,31331,12833,352,,1,dps,
SA,SA3,Alliance,Mage,3,4,54,118000,23837,363,,1,dps,
SA,SA3,Alliance,Demon Hunter,5,5,50,111000,10678,365,,1,dps,
SA,SA3,Alliance,Death Knight,8,7,54,164000,10233,379,,1,dps,
SA,SA3,Horde,Druid,3,3,95,63817,51600,568,1,,dps,
SA,SA3,Horde,Death Knight,9,2,92,124000,23795,553,1,,dps,
SM,SM20,Alliance,Druid,3,1,33,49910,12993,772,1,,dps,
SM,SM20,Alliance,Shaman,6,0,36,66867,3966,784,1,,dps,
SM,SM20,Alliance,Monk,5,0,34,65153,9736,776,1,,dps,
SM,SM20,Alliance,Mage,1,1,30,30305,3074,770,1,,dps,
SM,SM20,Horde,Warrior,2,2,6,48017,11851,133,,1,dps,
SM,SM20,Horde,Warrior,1,0,7,26028,3490,147,,1,dps,
SM,SM20,Horde,Death Knight,0,3,5,40982,36094,155,,1,dps,
SM,SM20,Alliance,Demon Hunter,7,0,36,81271,7695,559,1,,dps,
SM,SM20,Horde,Shaman,0,7,4,8440,70769,153,,1,heal,
SM,SM20,Horde,Priest,0,5,6,44402,20237,157,,1,dps,
SM,SM20,Horde,Monk,3,0,6,9627,6494,137,,1,dps,
SM,SM20,Horde,Demon Hunter,0,4,6,28695,43528,157,,1,dps,
SM,SM20,Alliance,Priest,0,2,29,18142,33241,540,1,,heal,
SM,SM20,Horde,Shaman,0,3,4,10593,70359,153,,1,heal,
SM,SM20,Alliance,Rogue,4,1,34,50209,4896,553,1,,dps,
SM,SM20,Horde,Hunter,0,5,5,22094,6899,155,,1,dps,
SM,SM20,Alliance,Warrior,4,0,34,51593,4539,551,1,,dps,
SM,SM20,Alliance,Priest,0,0,36,3164,133000,784,1,,heal,
SM,SM20,Alliance,Monk,4,1,34,62042,14284,553,1,,dps,
SM,SM20,Horde,Warlock,0,5,5,15382,13114,155,,1,dps,
SM,SM21,Horde,Death Knight,0,5,9,24161,45117,176,,1,dps,
SM,SM21,Alliance,Hunter,1,1,45,43673,1853,572,1,,dps,
SM,SM21,Alliance,Priest,2,0,51,25974,49645,809,1,,heal,
SM,SM21,Horde,Demon Hunter,0,1,1,5062,1771,107,,1,dps,
SM,SM21,Alliance,Rogue,3,0,51,27467,1919,808,1,,dps,
SM,SM21,Alliance,Druid,11,1,51,74599,9400,808,1,,dps,
SM,SM21,Horde,Druid,0,6,9,0,33950,176,,1,heal,
SM,SM21,Horde,Death Knight,2,3,10,35883,16984,179,,1,dps,
SM,SM21,Horde,Shaman,0,9,9,4428,70284,177,,1,heal,
SM,SM21,Horde,Mage,2,3,10,14032,5019,93,,1,dps,
SM,SM21,Horde,Warlock,0,6,10,74044,44514,178,,1,dps,
SM,SM21,Horde,Warrior,1,9,9,19075,10962,176,,1,dps,
SM,SM21,Alliance,Death Knight,2,1,51,62760,21150,583,1,,dps,
SM,SM21,Alliance,Warrior,7,4,47,79475,14618,802,1,,dps,
SM,SM21,Horde,Monk,2,2,10,31971,24932,179,,1,dps,
